instant,dteday,season,year,month,hours,holiday,week,situation_of_weather,temp,atemp,humidity,speed_of_wind,casual,registered,count,category_days
2128,2011-04-03,Summer,2011,April,12,0,Sunday,Clear,0.44,0.4394,0.38,0.2836,166,147,313,weekend
2129,2011-04-03,Summer,2011,April,13,0,Sunday,Clear,0.44,0.4394,0.33,0.2985,219,148,367,weekend
2130,2011-04-03,Summer,2011,April,14,0,Sunday,Clear,0.46,0.4545,0.31,0.1343,240,109,349,weekend
2131,2011-04-03,Summer,2011,April,15,0,Sunday,Mist_Cloudy,0.46,0.4545,0.33,0.0,174,118,292,weekend
2132,2011-04-03,Summer,2011,April,16,0,Sunday,Mist_Cloudy,0.46,0.4545,0.31,0.194,147,156,303,weekend
2133,2011-04-03,Summer,2011,April,17,0,Sunday,Mist_Cloudy,0.46,0.4545,0.28,0.1343,148,126,274,weekend
2134,2011-04-03,Summer,2011,April,18,0,Sunday,Mist_Cloudy,0.46,0.4545,0.31,0.0,71,101,172,weekend
2135,2011-04-03,Summer,2011,April,19,0,Sunday,Mist_Cloudy,0.42,0.4242,0.44,0.194,51,93,144,weekend
2136,2011-04-03,Summer,2011,April,20,0,Sunday,Light_Rain,0.42,0.4242,0.41,0.2239,24,55,79,weekend
2137,2011-04-03,Summer,2011,April,21,0,Sunday,Mist_Cloudy,0.42,0.4242,0.44,0.2239,8,37,45,weekend
2138,2011-04-03,Summer,2011,April,22,0,Sunday,Clear,0.4,0.4091,0.43,0.1045,7,29,36,weekend
2139,2011-04-03,Summer,2011,April,23,0,Sunday,Clear,0.4,0.4091,0.5,0.0896,9,22,31,weekend
2140,2011-04-04,Summer,2011,April,0,0,Monday,Clear,0.4,0.4091,0.5,0.2239,1,5,6,weekdays
2141,2011-04-04,Summer,2011,April,1,0,Monday,Clear,0.4,0.4091,0.56,0.3582,7,4,11,weekdays
2142,2011-04-04,Summer,2011,April,2,0,Monday,Clear,0.38,0.3939,0.66,0.2537,1,1,2,weekdays
2143,2011-04-04,Summer,2011,April,3,0,Monday,Clear,0.38,0.3939,0.66,0.2836,1,0,1,weekdays
2144,2011-04-04,Summer,2011,April,4,0,Monday,Clear,0.38,0.3939,0.71,0.2985,1,1,2,weekdays
2145,2011-04-04,Summer,2011,April,5,0,Monday,Clear,0.4,0.4091,0.62,0.2537,0,7,7,weekdays
2146,2011-04-04,Summer,2011,April,6,0,Monday,Clear,0.42,0.4242,0.58,0.2836,3,43,46,weekdays
2147,2011-04-04,Summer,2011,April,7,0,Monday,Mist_Cloudy,0.44,0.4394,0.54,0.2537,7,150,157,weekdays
2148,2011-04-04,Summer,2011,April,8,0,Monday,Mist_Cloudy,0.46,0.4545,0.55,0.2985,31,308,339,weekdays
2149,2011-04-04,Summer,2011,April,9,0,Monday,Mist_Cloudy,0.5,0.4848,0.51,0.3881,24,134,158,weekdays
2150,2011-04-04,Summer,2011,April,10,0,Monday,Mist_Cloudy,0.54,0.5152,0.45,0.3582,35,55,90,weekdays
2151,2011-04-04,Summer,2011,April,11,0,Monday,Clear,0.6,0.6212,0.4,0.3881,58,66,124,weekdays
2152,2011-04-04,Summer,2011,April,12,0,Monday,Clear,0.64,0.6212,0.36,0.4627,59,98,157,weekdays
2153,2011-04-04,Summer,2011,April,13,0,Monday,Clear,0.68,0.6364,0.34,0.3284,47,92,139,weekdays
2154,2011-04-04,Summer,2011,April,14,0,Monday,Mist_Cloudy,0.74,0.6515,0.27,0.4925,47,76,123,weekdays
2155,2011-04-04,Summer,2011,April,15,0,Monday,Clear,0.76,0.6667,0.23,0.5522,47,96,143,weekdays
2156,2011-04-04,Summer,2011,April,16,0,Monday,Clear,0.76,0.6515,0.22,0.5224,59,130,189,weekdays
2157,2011-04-04,Summer,2011,April,17,0,Monday,Clear,0.74,0.6515,0.23,0.6119,83,283,366,weekdays
2158,2011-04-04,Summer,2011,April,18,0,Monday,Mist_Cloudy,0.72,0.6364,0.23,0.4925,78,308,386,weekdays
2159,2011-04-04,Summer,2011,April,19,0,Monday,Clear,0.7,0.6364,0.24,0.4627,51,227,278,weekdays
2160,2011-04-04,Summer,2011,April,20,0,Monday,Mist_Cloudy,0.7,0.6364,0.24,0.5522,40,133,173,weekdays
2161,2011-04-04,Summer,2011,April,21,0,Monday,Mist_Cloudy,0.7,0.6364,0.3,0.4478,19,76,95,weekdays
2162,2011-04-04,Summer,2011,April,22,0,Monday,Mist_Cloudy,0.68,0.6364,0.36,0.4627,17,58,75,weekdays
2163,2011-04-04,Summer,2011,April,23,0,Monday,Mist_Cloudy,0.64,0.6212,0.47,0.2239,18,30,48,weekdays
2164,2011-04-05,Summer,2011,April,0,0,Tuesday,Clear,0.62,0.6212,0.5,0.1045,10,12,22,weekdays
2165,2011-04-05,Summer,2011,April,1,0,Tuesday,Light_Rain,0.62,0.6212,0.57,0.4179,10,5,15,weekdays
2166,2011-04-05,Summer,2011,April,2,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.73,0.3284,0,5,5,weekdays
2167,2011-04-05,Summer,2011,April,3,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.73,0.3284,1,3,4,weekdays
2168,2011-04-05,Summer,2011,April,4,0,Tuesday,Light_Rain,0.5,0.4848,0.88,0.4925,0,2,2,weekdays
2169,2011-04-05,Summer,2011,April,5,0,Tuesday,Light_Rain,0.46,0.4545,0.94,0.2985,0,5,5,weekdays
2170,2011-04-05,Summer,2011,April,6,0,Tuesday,Mist_Cloudy,0.48,0.4697,0.88,0.3284,2,36,38,weekdays
2171,2011-04-05,Summer,2011,April,7,0,Tuesday,Mist_Cloudy,0.48,0.4697,0.88,0.3284,10,124,134,weekdays
2172,2011-04-05,Summer,2011,April,8,0,Tuesday,Light_Rain,0.38,0.3939,0.87,0.5821,9,148,157,weekdays
2173,2011-04-05,Summer,2011,April,9,0,Tuesday,Light_Rain,0.36,0.3182,0.87,0.4925,2,44,46,weekdays
2174,2011-04-05,Summer,2011,April,10,0,Tuesday,Light_Rain,0.34,0.303,0.81,0.3881,3,25,28,weekdays
2175,2011-04-05,Summer,2011,April,11,0,Tuesday,Light_Rain,0.32,0.2879,0.81,0.4478,1,18,19,weekdays
2176,2011-04-05,Summer,2011,April,12,0,Tuesday,Mist_Cloudy,0.34,0.303,0.71,0.3881,6,32,38,weekdays
2177,2011-04-05,Summer,2011,April,13,0,Tuesday,Mist_Cloudy,0.36,0.3333,0.63,0.4179,5,51,56,weekdays
2178,2011-04-05,Summer,2011,April,14,0,Tuesday,Mist_Cloudy,0.36,0.3182,0.57,0.4925,9,67,76,weekdays
2179,2011-04-05,Summer,2011,April,15,0,Tuesday,Clear,0.4,0.4091,0.46,0.4627,6,62,68,weekdays
2180,2011-04-05,Summer,2011,April,16,0,Tuesday,Clear,0.38,0.3939,0.46,0.4179,17,113,130,weekdays
2181,2011-04-05,Summer,2011,April,17,0,Tuesday,Clear,0.42,0.4242,0.38,0.4179,27,246,273,weekdays
2182,2011-04-05,Summer,2011,April,18,0,Tuesday,Clear,0.38,0.3939,0.4,0.4925,19,248,267,weekdays
2183,2011-04-05,Summer,2011,April,19,0,Tuesday,Clear,0.36,0.3333,0.43,0.2985,12,148,160,weekdays
2184,2011-04-05,Summer,2011,April,20,0,Tuesday,Clear,0.34,0.3182,0.46,0.2836,4,87,91,weekdays
2185,2011-04-05,Summer,2011,April,21,0,Tuesday,Clear,0.34,0.2879,0.46,0.5224,8,81,89,weekdays
2186,2011-04-05,Summer,2011,April,22,0,Tuesday,Clear,0.32,0.303,0.49,0.2985,3,43,46,weekdays
2187,2011-04-05,Summer,2011,April,23,0,Tuesday,Clear,0.3,0.2879,0.49,0.2836,3,23,26,weekdays
2188,2011-04-06,Summer,2011,April,0,0,Wednesday,Clear,0.3,0.3182,0.49,0.1045,0,15,15,weekdays
2189,2011-04-06,Summer,2011,April,1,0,Wednesday,Clear,0.26,0.2727,0.6,0.1343,0,2,2,weekdays
2190,2011-04-06,Summer,2011,April,2,0,Wednesday,Clear,0.24,0.2424,0.7,0.1343,0,5,5,weekdays
2191,2011-04-06,Summer,2011,April,3,0,Wednesday,Clear,0.26,0.2727,0.6,0.1343,0,4,4,weekdays
2192,2011-04-06,Summer,2011,April,4,0,Wednesday,Clear,0.24,0.2424,0.65,0.1343,0,1,1,weekdays
2193,2011-04-06,Summer,2011,April,5,0,Wednesday,Clear,0.24,0.2576,0.7,0.1045,1,12,13,weekdays
2194,2011-04-06,Summer,2011,April,6,0,Wednesday,Clear,0.24,0.2576,0.7,0.1045,4,52,56,weekdays
2195,2011-04-06,Summer,2011,April,7,0,Wednesday,Clear,0.26,0.2727,0.65,0.1045,3,130,133,weekdays
2196,2011-04-06,Summer,2011,April,8,0,Wednesday,Clear,0.32,0.303,0.61,0.2239,17,308,325,weekdays
2197,2011-04-06,Summer,2011,April,9,0,Wednesday,Clear,0.36,0.3333,0.46,0.2537,8,157,165,weekdays
2198,2011-04-06,Summer,2011,April,10,0,Wednesday,Clear,0.4,0.4091,0.37,0.3881,21,48,69,weekdays
2199,2011-04-06,Summer,2011,April,11,0,Wednesday,Clear,0.42,0.4242,0.38,0.3881,23,70,93,weekdays
2200,2011-04-06,Summer,2011,April,12,0,Wednesday,Clear,0.44,0.4394,0.41,0.2537,22,112,134,weekdays
2201,2011-04-06,Summer,2011,April,13,0,Wednesday,Clear,0.46,0.4545,0.38,0.4925,29,83,112,weekdays
2202,2011-04-06,Summer,2011,April,14,0,Wednesday,Clear,0.5,0.4848,0.34,0.4179,35,80,115,weekdays
2203,2011-04-06,Summer,2011,April,15,0,Wednesday,Clear,0.52,0.5,0.32,0.3284,34,83,117,weekdays
2204,2011-04-06,Summer,2011,April,16,0,Wednesday,Clear,0.54,0.5152,0.28,0.4179,27,142,169,weekdays
2205,2011-04-06,Summer,2011,April,17,0,Wednesday,Clear,0.52,0.5,0.32,0.4478,53,303,356,weekdays
2206,2011-04-06,Summer,2011,April,18,0,Wednesday,Clear,0.52,0.5,0.29,0.3582,43,282,325,weekdays
2207,2011-04-06,Summer,2011,April,19,0,Wednesday,Clear,0.5,0.4848,0.31,0.2985,36,196,232,weekdays
2208,2011-04-06,Summer,2011,April,20,0,Wednesday,Clear,0.46,0.4545,0.51,0.2239,15,126,141,weekdays
2209,2011-04-06,Summer,2011,April,21,0,Wednesday,Clear,0.46,0.4545,0.41,0.2836,18,84,102,weekdays
2210,2011-04-06,Summer,2011,April,22,0,Wednesday,Clear,0.46,0.4545,0.41,0.2836,13,71,84,weekdays
2211,2011-04-06,Summer,2011,April,23,0,Wednesday,Clear,0.46,0.4545,0.41,0.2985,11,29,40,weekdays
2212,2011-04-07,Summer,2011,April,0,0,Thursday,Clear,0.46,0.4545,0.41,0.2836,5,15,20,weekdays
2213,2011-04-07,Summer,2011,April,1,0,Thursday,Clear,0.42,0.4242,0.47,0.1343,2,11,13,weekdays
2214,2011-04-07,Summer,2011,April,2,0,Thursday,Clear,0.42,0.4242,0.54,0.0,0,7,7,weekdays
2215,2011-04-07,Summer,2011,April,3,0,Thursday,Clear,0.36,0.3485,0.66,0.194,0,3,3,weekdays
2216,2011-04-07,Summer,2011,April,4,0,Thursday,Clear,0.34,0.3333,0.76,0.194,0,1,1,weekdays
2217,2011-04-07,Summer,2011,April,5,0,Thursday,Clear,0.34,0.3182,0.76,0.2239,0,6,6,weekdays
2218,2011-04-07,Summer,2011,April,6,0,Thursday,Clear,0.32,0.303,0.81,0.2537,5,59,64,weekdays
2219,2011-04-07,Summer,2011,April,7,0,Thursday,Mist_Cloudy,0.34,0.3333,0.76,0.1642,8,152,160,weekdays
2220,2011-04-07,Summer,2011,April,8,0,Thursday,Clear,0.36,0.3485,0.76,0.194,23,291,314,weekdays
2221,2011-04-07,Summer,2011,April,9,0,Thursday,Mist_Cloudy,0.4,0.4091,0.66,0.1343,15,155,170,weekdays
2222,2011-04-07,Summer,2011,April,10,0,Thursday,Mist_Cloudy,0.42,0.4242,0.67,0.1045,29,66,95,weekdays
2223,2011-04-07,Summer,2011,April,11,0,Thursday,Mist_Cloudy,0.46,0.4545,0.55,0.0,36,86,122,weekdays
2224,2011-04-07,Summer,2011,April,12,0,Thursday,Mist_Cloudy,0.46,0.4545,0.55,0.0,39,114,153,weekdays
2225,2011-04-07,Summer,2011,April,13,0,Thursday,Mist_Cloudy,0.52,0.5,0.48,0.0896,36,99,135,weekdays
2226,2011-04-07,Summer,2011,April,14,0,Thursday,Clear,0.56,0.5303,0.43,0.0896,46,111,157,weekdays
2227,2011-04-07,Summer,2011,April,15,0,Thursday,Clear,0.6,0.6212,0.38,0.1045,27,133,160,weekdays
2228,2011-04-07,Summer,2011,April,16,0,Thursday,Clear,0.6,0.6212,0.35,0.0,52,161,213,weekdays
2229,2011-04-07,Summer,2011,April,17,0,Thursday,Clear,0.52,0.5,0.52,0.2836,63,280,343,weekdays
2230,2011-04-07,Summer,2011,April,18,0,Thursday,Clear,0.48,0.4697,0.55,0.2537,68,265,333,weekdays
2231,2011-04-07,Summer,2011,April,19,0,Thursday,Clear,0.46,0.4545,0.59,0.2985,34,192,226,weekdays
2232,2011-04-07,Summer,2011,April,20,0,Thursday,Clear,0.44,0.4394,0.62,0.1642,37,166,203,weekdays
2233,2011-04-07,Summer,2011,April,21,0,Thursday,Mist_Cloudy,0.44,0.4394,0.67,0.2836,19,89,108,weekdays
2234,2011-04-07,Summer,2011,April,22,0,Thursday,Mist_Cloudy,0.4,0.4091,0.76,0.194,18,63,81,weekdays
2235,2011-04-07,Summer,2011,April,23,0,Thursday,Clear,0.38,0.3939,0.76,0.2537,9,45,54,weekdays
2236,2011-04-08,Summer,2011,April,0,0,Friday,Mist_Cloudy,0.36,0.3485,0.76,0.2239,4,21,25,weekdays
2237,2011-04-08,Summer,2011,April,1,0,Friday,Mist_Cloudy,0.34,0.3333,0.76,0.1343,3,6,9,weekdays
2238,2011-04-08,Summer,2011,April,2,0,Friday,Light_Rain,0.34,0.3333,0.76,0.1642,3,10,13,weekdays
2239,2011-04-08,Summer,2011,April,3,0,Friday,Light_Rain,0.34,0.3333,0.76,0.1642,0,1,1,weekdays
2240,2011-04-08,Summer,2011,April,4,0,Friday,Mist_Cloudy,0.34,0.3333,0.86,0.1343,0,1,1,weekdays
2241,2011-04-08,Summer,2011,April,5,0,Friday,Mist_Cloudy,0.32,0.3182,0.87,0.194,1,8,9,weekdays
2242,2011-04-08,Summer,2011,April,6,0,Friday,Mist_Cloudy,0.34,0.3636,0.87,0.0,2,33,35,weekdays
2243,2011-04-08,Summer,2011,April,7,0,Friday,Light_Rain,0.34,0.3333,0.87,0.1642,4,109,113,weekdays
2244,2011-04-08,Summer,2011,April,8,0,Friday,Light_Rain,0.34,0.3333,0.87,0.1642,13,208,221,weekdays
2245,2011-04-08,Summer,2011,April,9,0,Friday,Mist_Cloudy,0.36,0.3485,0.76,0.194,17,168,185,weekdays
2246,2011-04-08,Summer,2011,April,10,0,Friday,Mist_Cloudy,0.36,0.3333,0.71,0.2836,10,63,73,weekdays
2247,2011-04-08,Summer,2011,April,11,0,Friday,Mist_Cloudy,0.4,0.4091,0.62,0.3881,19,79,98,weekdays
2248,2011-04-08,Summer,2011,April,12,0,Friday,Light_Rain,0.38,0.3939,0.66,0.2239,29,51,80,weekdays
2249,2011-04-08,Summer,2011,April,13,0,Friday,Light_Rain,0.36,0.3333,0.76,0.2836,7,35,42,weekdays
2250,2011-04-08,Summer,2011,April,14,0,Friday,Light_Rain,0.34,0.3182,0.87,0.2239,2,13,15,weekdays
2251,2011-04-08,Summer,2011,April,15,0,Friday,Light_Rain,0.34,0.3182,0.87,0.2239,1,24,25,weekdays
2252,2011-04-08,Summer,2011,April,16,0,Friday,Mist_Cloudy,0.32,0.303,0.93,0.2537,2,58,60,weekdays
2253,2011-04-08,Summer,2011,April,17,0,Friday,Light_Rain,0.32,0.303,0.93,0.2537,10,138,148,weekdays
2254,2011-04-08,Summer,2011,April,18,0,Friday,Light_Rain,0.32,0.303,0.93,0.2537,8,54,62,weekdays
2255,2011-04-08,Summer,2011,April,19,0,Friday,Light_Rain,0.3,0.2727,0.93,0.4179,1,52,53,weekdays
2256,2011-04-08,Summer,2011,April,20,0,Friday,Mist_Cloudy,0.3,0.2727,0.93,0.3284,12,51,63,weekdays
2257,2011-04-08,Summer,2011,April,21,0,Friday,Mist_Cloudy,0.3,0.2879,0.93,0.2537,11,43,54,weekdays
2258,2011-04-08,Summer,2011,April,22,0,Friday,Mist_Cloudy,0.3,0.2727,0.93,0.2985,9,42,51,weekdays
2259,2011-04-08,Summer,2011,April,23,0,Friday,Mist_Cloudy,0.3,0.2879,0.93,0.2239,4,31,35,weekdays
2260,2011-04-09,Summer,2011,April,0,0,Saturday,Mist_Cloudy,0.3,0.2879,0.87,0.2239,5,26,31,weekend
2261,2011-04-09,Summer,2011,April,1,0,Saturday,Mist_Cloudy,0.3,0.303,0.87,0.1343,3,17,20,weekend
2262,2011-04-09,Summer,2011,April,2,0,Saturday,Mist_Cloudy,0.32,0.303,0.87,0.2239,2,15,17,weekend
2263,2011-04-09,Summer,2011,April,3,0,Saturday,Light_Rain,0.3,0.2879,1.0,0.2537,3,11,14,weekend
2264,2011-04-09,Summer,2011,April,4,0,Saturday,Light_Rain,0.3,0.2727,1.0,0.2537,0,3,3,weekend
2265,2011-04-09,Summer,2011,April,5,0,Saturday,Mist_Cloudy,0.3,0.2879,0.93,0.2239,0,5,5,weekend
2266,2011-04-09,Summer,2011,April,6,0,Saturday,Mist_Cloudy,0.3,0.2879,0.93,0.194,0,13,13,weekend
2267,2011-04-09,Summer,2011,April,7,0,Saturday,Mist_Cloudy,0.3,0.303,0.93,0.1642,8,13,21,weekend
2268,2011-04-09,Summer,2011,April,8,0,Saturday,Mist_Cloudy,0.32,0.303,0.93,0.1642,7,47,54,weekend
2269,2011-04-09,Summer,2011,April,9,0,Saturday,Mist_Cloudy,0.34,0.3485,0.87,0.1045,27,71,98,weekend
2270,2011-04-09,Summer,2011,April,10,0,Saturday,Mist_Cloudy,0.34,0.3333,0.87,0.1343,43,90,133,weekend
2271,2011-04-09,Summer,2011,April,11,0,Saturday,Mist_Cloudy,0.36,0.3636,0.81,0.0,51,91,142,weekend
2272,2011-04-09,Summer,2011,April,12,0,Saturday,Mist_Cloudy,0.36,0.3485,0.81,0.1343,79,123,202,weekend
2273,2011-04-09,Summer,2011,April,13,0,Saturday,Mist_Cloudy,0.36,0.3788,0.81,0.0,114,108,222,weekend
2274,2011-04-09,Summer,2011,April,14,0,Saturday,Mist_Cloudy,0.36,0.3485,0.81,0.1343,94,118,212,weekend
2275,2011-04-09,Summer,2011,April,15,0,Saturday,Mist_Cloudy,0.36,0.3788,0.87,0.0,85,116,201,weekend
2276,2011-04-09,Summer,2011,April,16,0,Saturday,Mist_Cloudy,0.38,0.3939,0.82,0.0,73,118,191,weekend
2277,2011-04-09,Summer,2011,April,17,0,Saturday,Mist_Cloudy,0.38,0.3939,0.82,0.0896,128,129,257,weekend
2278,2011-04-09,Summer,2011,April,18,0,Saturday,Mist_Cloudy,0.38,0.3939,0.82,0.1045,48,129,177,weekend
2279,2011-04-09,Summer,2011,April,19,0,Saturday,Mist_Cloudy,0.38,0.3939,0.82,0.1343,47,83,130,weekend
2280,2011-04-09,Summer,2011,April,20,0,Saturday,Mist_Cloudy,0.38,0.3939,0.87,0.1642,19,74,93,weekend
2281,2011-04-09,Summer,2011,April,21,0,Saturday,Mist_Cloudy,0.36,0.3485,0.93,0.1343,10,65,75,weekend
2282,2011-04-09,Summer,2011,April,22,0,Saturday,Mist_Cloudy,0.36,0.3485,0.93,0.1343,21,66,87,weekend
2283,2011-04-09,Summer,2011,April,23,0,Saturday,Mist_Cloudy,0.38,0.3939,0.87,0.0896,12,45,57,weekend
2284,2011-04-10,Summer,2011,April,0,0,Sunday,Mist_Cloudy,0.38,0.3939,0.87,0.0896,5,48,53,weekend
2285,2011-04-10,Summer,2011,April,1,0,Sunday,Mist_Cloudy,0.38,0.3939,0.87,0.1343,6,31,37,weekend
2286,2011-04-10,Summer,2011,April,2,0,Sunday,Mist_Cloudy,0.38,0.3939,0.87,0.0896,12,24,36,weekend
2287,2011-04-10,Summer,2011,April,3,0,Sunday,Mist_Cloudy,0.38,0.3939,0.87,0.1343,5,11,16,weekend
2288,2011-04-10,Summer,2011,April,4,0,Sunday,Mist_Cloudy,0.36,0.3636,0.93,0.1045,3,2,5,weekend
2289,2011-04-10,Summer,2011,April,5,0,Sunday,Mist_Cloudy,0.36,0.3636,0.93,0.0896,0,4,4,weekend
2290,2011-04-10,Summer,2011,April,6,0,Sunday,Mist_Cloudy,0.36,0.3636,0.93,0.0896,0,4,4,weekend
2291,2011-04-10,Summer,2011,April,7,0,Sunday,Mist_Cloudy,0.36,0.3636,1.0,0.0896,3,7,10,weekend
2292,2011-04-10,Summer,2011,April,8,0,Sunday,Mist_Cloudy,0.38,0.3939,0.94,0.0896,17,38,55,weekend
2293,2011-04-10,Summer,2011,April,9,0,Sunday,Mist_Cloudy,0.38,0.3939,0.94,0.1343,31,50,81,weekend
2294,2011-04-10,Summer,2011,April,10,0,Sunday,Mist_Cloudy,0.4,0.4091,0.87,0.0,69,81,150,weekend
2295,2011-04-10,Summer,2011,April,11,0,Sunday,Mist_Cloudy,0.4,0.4091,0.87,0.1343,93,109,202,weekend
2296,2011-04-10,Summer,2011,April,12,0,Sunday,Mist_Cloudy,0.42,0.4242,0.88,0.1343,94,136,230,weekend
2297,2011-04-10,Summer,2011,April,13,0,Sunday,Clear,0.46,0.4545,0.82,0.1045,121,142,263,weekend
2298,2011-04-10,Summer,2011,April,14,0,Sunday,Clear,0.5,0.4848,0.72,0.194,148,133,281,weekend
2299,2011-04-10,Summer,2011,April,15,0,Sunday,Clear,0.5,0.4848,0.77,0.2239,156,141,297,weekend
2300,2011-04-10,Summer,2011,April,16,0,Sunday,Mist_Cloudy,0.52,0.5,0.72,0.1642,135,153,288,weekend
2301,2011-04-10,Summer,2011,April,17,0,Sunday,Mist_Cloudy,0.52,0.5,0.72,0.194,84,152,236,weekend
2302,2011-04-10,Summer,2011,April,18,0,Sunday,Clear,0.5,0.4848,0.77,0.194,103,137,240,weekend
2303,2011-04-10,Summer,2011,April,19,0,Sunday,Clear,0.5,0.4848,0.77,0.194,47,84,131,weekend
2304,2011-04-10,Summer,2011,April,20,0,Sunday,Clear,0.46,0.4545,0.82,0.1343,21,71,92,weekend
2305,2011-04-10,Summer,2011,April,21,0,Sunday,Clear,0.44,0.4394,0.88,0.194,18,77,95,weekend
2306,2011-04-10,Summer,2011,April,22,0,Sunday,Clear,0.44,0.4394,0.94,0.2537,12,45,57,weekend
2307,2011-04-10,Summer,2011,April,23,0,Sunday,Clear,0.46,0.4545,0.88,0.3582,5,27,32,weekend
2308,2011-04-11,Summer,2011,April,0,0,Monday,Clear,0.48,0.4697,0.88,0.3284,7,16,23,weekdays
2309,2011-04-11,Summer,2011,April,1,0,Monday,Clear,0.46,0.4545,0.94,0.2836,1,3,4,weekdays
2310,2011-04-11,Summer,2011,April,2,0,Monday,Clear,0.46,0.4545,0.94,0.2836,7,2,9,weekdays
2311,2011-04-11,Summer,2011,April,4,0,Monday,Clear,0.46,0.4545,0.94,0.194,0,1,1,weekdays
2312,2011-04-11,Summer,2011,April,5,0,Monday,Clear,0.46,0.4545,0.94,0.194,1,12,13,weekdays
2313,2011-04-11,Summer,2011,April,6,0,Monday,Mist_Cloudy,0.46,0.4545,1.0,0.2239,2,59,61,weekdays
2314,2011-04-11,Summer,2011,April,7,0,Monday,Mist_Cloudy,0.5,0.4848,0.88,0.2239,12,164,176,weekdays
2315,2011-04-11,Summer,2011,April,8,0,Monday,Mist_Cloudy,0.52,0.5,0.88,0.2836,28,286,314,weekdays
2316,2011-04-11,Summer,2011,April,9,0,Monday,Mist_Cloudy,0.56,0.5303,0.83,0.2836,33,132,165,weekdays
2317,2011-04-11,Summer,2011,April,10,0,Monday,Mist_Cloudy,0.56,0.5303,0.83,0.2985,41,55,96,weekdays
2318,2011-04-11,Summer,2011,April,11,0,Monday,Mist_Cloudy,0.6,0.5909,0.73,0.2985,45,59,104,weekdays
2319,2011-04-11,Summer,2011,April,12,0,Monday,Mist_Cloudy,0.6,0.5909,0.73,0.3284,37,97,134,weekdays
2320,2011-04-11,Summer,2011,April,13,0,Monday,Mist_Cloudy,0.64,0.6061,0.69,0.4179,62,77,139,weekdays
2321,2011-04-11,Summer,2011,April,14,0,Monday,Mist_Cloudy,0.72,0.6667,0.54,0.3582,60,85,145,weekdays
2322,2011-04-11,Summer,2011,April,15,0,Monday,Clear,0.74,0.6667,0.48,0.5224,56,85,141,weekdays
2323,2011-04-11,Summer,2011,April,16,0,Monday,Clear,0.74,0.6667,0.48,0.5224,73,162,235,weekdays
2324,2011-04-11,Summer,2011,April,17,0,Monday,Clear,0.74,0.6667,0.48,0.5224,100,352,452,weekdays
2325,2011-04-11,Summer,2011,April,18,0,Monday,Clear,0.72,0.6667,0.51,0.3881,93,290,383,weekdays
2326,2011-04-11,Summer,2011,April,19,0,Monday,Clear,0.72,0.6667,0.51,0.4478,73,211,284,weekdays
2327,2011-04-11,Summer,2011,April,20,0,Monday,Clear,0.68,0.6364,0.57,0.5224,44,122,166,weekdays
2328,2011-04-11,Summer,2011,April,21,0,Monday,Clear,0.66,0.6212,0.61,0.2537,39,119,158,weekdays
2329,2011-04-11,Summer,2011,April,22,0,Monday,Mist_Cloudy,0.64,0.6212,0.5,0.2836,25,66,91,weekdays
2330,2011-04-11,Summer,2011,April,23,0,Monday,Light_Rain,0.58,0.5455,0.6,0.0,16,38,54,weekdays
2331,2011-04-12,Summer,2011,April,0,0,Tuesday,Mist_Cloudy,0.62,0.6212,0.5,0.1045,11,13,24,weekdays
2332,2011-04-12,Summer,2011,April,1,0,Tuesday,Mist_Cloudy,0.62,0.6212,0.5,0.0896,6,7,13,weekdays
2333,2011-04-12,Summer,2011,April,2,0,Tuesday,Mist_Cloudy,0.6,0.6212,0.53,0.1343,7,7,14,weekdays
2334,2011-04-12,Summer,2011,April,3,0,Tuesday,Mist_Cloudy,0.58,0.5455,0.56,0.1343,0,1,1,weekdays
2335,2011-04-12,Summer,2011,April,4,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.64,0.1343,4,2,6,weekdays
2336,2011-04-12,Summer,2011,April,5,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.1343,1,15,16,weekdays
2337,2011-04-12,Summer,2011,April,6,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.2836,3,55,58,weekdays
2338,2011-04-12,Summer,2011,April,7,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.2239,12,177,189,weekdays
2339,2011-04-12,Summer,2011,April,8,0,Tuesday,Light_Rain,0.48,0.4697,0.88,0.3881,15,211,226,weekdays
2340,2011-04-12,Summer,2011,April,9,0,Tuesday,Light_Rain,0.46,0.4545,0.94,0.4925,4,50,54,weekdays
2341,2011-04-12,Summer,2011,April,10,0,Tuesday,Light_Rain,0.5,0.4848,0.82,0.4179,6,34,40,weekdays
2342,2011-04-12,Summer,2011,April,11,0,Tuesday,Clear,0.52,0.5,0.77,0.3582,11,38,49,weekdays
2343,2011-04-12,Summer,2011,April,12,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.64,0.4627,9,83,92,weekdays
2344,2011-04-12,Summer,2011,April,13,0,Tuesday,Light_Rain,0.54,0.5152,0.68,0.2836,22,84,106,weekdays
2345,2011-04-12,Summer,2011,April,14,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.82,0.2836,16,28,44,weekdays
2346,2011-04-12,Summer,2011,April,15,0,Tuesday,Mist_Cloudy,0.48,0.4697,0.77,0.5224,24,54,78,weekdays
